stem,iou,f1,precision,recall,chamfer_distance,modified_hausdorff,precision_at_0.1m,recall_at_0.1m,f1_at_0.1m
120_229_681,0.025943396226262128,0.05057470860705542,0.09016393442438189,0.03514376996777042,0.45202083595184606,0.3590251545816469,0.18807339449541285,0.2715654952076677,0.2222363883671595
120_229_682,0.0225140712944183,0.04403669352020906,0.0888888888866941,0.02926829268268888,0.4614699575811261,0.36386182261247024,0.1766891891891892,0.26178861788617885,0.21098088355661013
120_229_683,0.02951269732306443,0.05733333034657794,0.15693430656361554,0.03507340946137787,0.48649022832508626,0.38117647058823545,0.2344213649851632,0.29771615008156604,0.2623044720309725
120_229_684,0.03138373751760782,0.060857535193264714,0.17741935483155566,0.036727879799359535,0.47279660763343306,0.4235294117647057,0.26330532212885155,0.29549248747913187,0.2784718976066558
120_229_685,0.022743425728338713,0.04447532758713525,0.15165876776532422,0.026058631921611904,0.4625146487252719,0.4318844684433664,0.26936776491540515,0.2711726384364821,0.2702671834244396
120_229_686,0.014619883040828802,0.0288184415569955,0.11173184356917698,0.01654259718762165,0.5005517764996004,0.5163047511013875,0.30198300283286117,0.2522746071133168,0.2748997601583087
120_229_687,0.006097560975568445,0.012121209392928774,0.037190082643091316,0.007240547063497663,0.6069554818818286,0.6165771359414254,0.29514097180563886,0.23732904263877716,0.2630965916069988
120_229_688,0.0,0.0,0.0,0.0,0.6365355143448843,0.5680021102623765,0.24251152073732718,0.22845528455284553,0.23527364000478201
120_229_689,0.0,0.0,0.0,0.0,0.5545645207439794,0.4956152667073647,0.17117117117117117,0.2012830793905373,0.1850098875725427
120_229_68,0.0,0.0,0.0,0.0,1.426961854788685,1.4768969313579265,0.038474519068511646,0.06907137375287797,0.04942053238340299
120_229_690,0.001920614596658639,0.0038338623000369067,0.00842696629189812,0.0024813895781432478,0.5714245464263654,0.5072407045009788,0.1323943661971831,0.1761786600496278,0.1511801699749488
